Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,Humidity,Pressure,UVIEF
2009-03-05,9.0,13.7,3.6,61.0,68.5,1010.45,7.315
2009-03-06,10.1,19.9,0.4,52.0,50.5,1009.95,7.762
2009-03-07,11.9,16.9,0.0,50.0,52.0,1008.05,7.337
2009-03-08,10.9,16.7,0.2,41.0,51.5,1021.4,7.405
2009-03-09,8.2,17.9,0.0,33.0,58.0,1023.7,6.978
2009-03-10,11.7,17.7,0.0,31.0,66.0,1025.75,6.979
2009-03-11,12.3,21.0,0.2,28.0,68.0,1025.75,7.19
2009-03-12,11.6,23.1,0.0,31.0,61.5,1019.45,6.732
2009-03-13,14.9,25.3,0.0,30.0,55.5,1013.9,6.715
2009-03-14,13.8,22.3,0.0,67.0,78.0,1004.8,6.693
2009-03-15,11.7,20.4,36.4,48.0,51.5,999.75,5.295
2009-03-16,10.8,19.7,13.4,56.0,77.0,1001.0,5.387
2009-03-17,11.9,19.9,5.2,50.0,59.0,1011.65,6.389
2009-03-18,11.1,17.6,0.0,37.0,59.5,1012.95,6.466
2009-03-19,13.2,26.5,0.0,46.0,51.5,1009.2,6.016
2009-03-20,14.1,20.2,0.0,28.0,72.0,1016.35,5.782
2009-03-21,11.4,24.0,0.0,31.0,66.5,1010.95,5.822
2009-03-22,13.8,19.4,4.0,33.0,87.0,1012.5,5.508
2009-03-23,12.4,16.1,0.0,28.0,78.0,1016.75,5.707
2009-03-24,11.3,21.7,0.0,24.0,67.0,1017.7,5.596
2009-03-25,14.2,21.1,0.0,24.0,70.5,1013.9,5.62
2009-03-26,11.5,20.4,0.0,81.0,60.5,1011.05,4.975
2009-03-27,10.8,18.9,0.0,54.0,47.0,1020.6,5.041
2009-03-28,13.7,24.5,0.0,63.0,42.0,1014.85,5.438
2009-03-29,14.5,20.0,0.0,56.0,43.0,1018.95,5.018
2009-03-30,11.3,15.4,0.0,30.0,59.5,1032.35,5.141
2009-03-31,11.5,17.0,4.4,30.0,79.0,1031.95,4.943
2009-04-01,12.6,24.2,0.2,39.0,59.5,1026.7,4.986
2009-04-02,14.2,24.7,0.0,44.0,64.5,1019.85,5.015
2009-04-03,15.7,21.4,0.0,37.0,75.0,1008.55,4.656
2009-04-04,10.3,17.0,1.4,56.0,52.5,1015.5,4.267
2009-04-05,12.5,16.1,0.0,61.0,48.0,1006.7,3.769
2009-04-06,5.2,14.8,1.0,65.0,53.0,1015.85,3.421
2009-04-07,8.6,16.9,0.0,48.0,67.5,1023.1,3.634
2009-04-08,6.9,16.1,0.0,28.0,67.0,1026.25,3.825
2009-04-09,10.0,21.1,0.0,28.0,62.0,1020.5,3.945
2009-04-10,12.0,19.4,0.0,46.0,67.0,1017.0,3.635
2009-04-11,10.5,20.4,1.2,28.0,71.0,1023.6,3.756
2009-04-12,9.4,18.0,0.0,50.0,63.0,1017.95,3.696
2009-04-13,11.2,20.2,0.0,57.0,46.0,1019.4,3.594
2009-04-14,8.1,24.6,0.0,56.0,47.5,1008.75,3.472
2009-04-15,11.0,14.6,6.0,69.0,70.5,993.5,2.707
2009-04-16,7.2,18.1,4.4,65.0,55.0,1000.0,2.906
2009-04-17,11.2,19.3,0.0,48.0,57.5,1009.95,2.89
2009-04-18,13.1,20.0,0.0,50.0,71.0,1018.95,2.808
2009-04-19,8.5,14.8,0.0,20.0,67.5,1027.9,3.145
2009-04-20,6.1,15.0,0.0,24.0,69.5,1027.2,3.168
2009-04-21,6.7,16.1,0.0,26.0,71.5,1027.0,3.145
2009-04-22,7.7,20.9,0.0,30.0,73.0,1025.8,3.1
2009-04-23,8.4,20.5,0.0,44.0,60.0,1017.35,2.903
2009-04-24,11.4,18.8,0.0,56.0,62.0,997.95,2.68
2009-04-25,10.7,12.2,9.0,35.0,86.5,993.4,2.558
2009-04-26,8.9,15.9,25.0,69.0,51.5,982.05,2.253
2009-04-27,5.8,11.5,14.8,50.0,54.0,1004.7,2.485
2009-04-28,4.1,11.3,0.4,48.0,51.5,1017.45,2.315
2009-04-29,1.7,11.1,0.4,30.0,64.0,1024.65,2.125
2009-04-30,1.3,14.4,0.0,41.0,58.0,1021.45,2.084
2009-05-01,4.0,15.7,0.2,50.0,62.5,1016.15,2.023
2009-05-02,10.2,18.4,0.0,46.0,62.5,1021.15,1.98
2009-05-03,7.2,18.1,0.0,52.0,61.5,1022.1,2.107
2009-05-04,12.3,14.3,0.0,76.0,43.0,1024.7,2.019
2009-05-05,4.2,15.4,0.0,35.0,60.5,1028.3,1.933
2009-05-06,7.2,17.3,0.0,54.0,60.0,1020.2,1.813
2009-05-07,10.4,14.0,0.0,46.0,53.5,1023.9,1.792
2009-05-08,7.4,19.1,0.0,37.0,54.5,1024.75,1.914
2009-05-09,8.8,16.1,0.0,31.0,80.0,1023.85,1.752
2009-05-10,6.7,16.4,3.2,24.0,73.5,1026.35,1.811
2009-05-11,8.6,13.9,1.6,19.0,78.5,1024.1,1.804
2009-05-12,7.5,16.7,0.0,33.0,70.0,1017.8,1.677
2009-05-13,9.1,14.7,0.0,63.0,60.0,1004.15,1.542
2009-05-14,8.2,16.0,16.0,54.0,66.0,995.95,1.501
2009-05-15,10.6,16.2,0.4,80.0,59.5,988.45,1.491
2009-05-16,5.1,15.1,23.2,80.0,56.5,997.75,1.525
2009-05-17,8.1,14.2,0.4,109.0,46.5,1011.55,1.612
2009-05-18,5.1,14.3,0.0,30.0,56.0,1022.65,1.663
2009-05-19,3.1,13.5,0.0,26.0,78.0,1023.9,1.741
2009-05-20,3.7,15.8,0.2,43.0,62.5,1024.05,1.727
2009-05-21,6.0,16.7,0.2,30.0,66.0,1028.85,1.642
2009-05-22,5.5,17.1,0.0,31.0,69.5,1028.65,1.523
2009-05-23,7.3,19.3,0.0,44.0,59.0,1025.9,1.552
2009-05-24,12.6,18.9,0.0,44.0,62.5,1024.8,1.352
2009-05-25,11.3,15.7,0.0,43.0,71.5,1019.85,1.202
2009-05-26,11.2,17.2,3.2,44.0,62.5,1013.65,1.217
2009-05-27,10.4,14.8,0.0,44.0,59.5,1014.55,1.172
2009-05-28,9.0,11.7,0.6,46.0,62.0,1025.0,1.203
2009-05-29,8.3,12.3,1.0,46.0,81.0,1031.55,1.221
2009-05-30,7.9,11.2,2.6,31.0,76.5,1037.3,1.221
2009-05-31,6.4,10.4,0.4,28.0,76.5,1038.95,1.191
2009-06-01,2.9,10.9,0.0,37.0,70.5,1034.5,1.102
2009-06-02,2.2,12.2,0.0,31.0,70.0,1035.25,1.108
2009-06-03,4.0,12.4,0.0,17.0,88.0,1030.25,1.185
2009-06-04,7.0,13.2,10.8,26.0,98.5,1018.7,1.157
2009-06-05,11.6,13.9,45.0,33.0,92.5,1016.75,1.134
2009-06-06,10.0,12.3,3.2,30.0,94.5,1014.15,1.124
2009-06-07,9.5,14.0,12.0,54.0,76.0,997.5,1.07
2009-06-08,8.3,13.8,0.0,35.0,83.0,999.15,1.039
2009-06-09,4.0,11.4,0.2,69.0,85.0,998.45,0.922
2009-06-10,3.6,9.1,14.4,54.0,61.5,1015.65,0.982
2009-06-11,5.6,13.0,7.6,19.0,90.5,1019.85,1.035
2009-06-12,4.2,11.8,0.8,48.0,73.5,1015.1,1.022
2009-06-13,6.3,11.0,0.0,50.0,85.5,1009.95,1.108
2009-06-14,6.8,9.8,10.0,24.0,81.5,1016.05,1.024
2009-06-15,5.6,8.6,0.2,26.0,68.0,1019.35,0.939
2009-06-16,2.1,12.3,0.0,33.0,70.0,1022.5,1.007
2009-06-17,4.8,14.0,0.0,30.0,72.0,1026.4,1.029
2009-06-18,5.1,14.3,0.0,31.0,71.0,1027.7,0.949
2009-06-19,5.1,12.7,0.0,43.0,68.5,1027.7,1.035
2009-06-20,3.0,15.6,0.0,35.0,72.0,1021.75,1.029
2009-06-21,5.5,16.1,0.2,26.0,72.0,1019.7,0.931
2009-06-22,4.8,11.4,0.0,31.0,86.5,1020.0,0.945
2009-06-23,3.8,9.6,0.4,28.0,94.5,1019.4,1.066
2009-06-24,5.1,9.9,0.0,33.0,82.5,1013.9,1.079
2009-06-25,6.2,12.2,0.8,44.0,93.5,1006.85,1.022
2009-06-26,9.4,11.7,34.6,43.0,92.5,1008.6,1.05
2009-06-27,10.2,12.0,1.6,24.0,80.5,1009.05,1.034
2009-06-28,5.3,12.5,0.2,31.0,79.5,1003.15,0.992
2009-06-29,6.1,14.7,1.8,43.0,66.0,999.4,1.072
2009-06-30,7.0,16.7,0.2,65.0,65.0,991.35,1.008
2009-07-01,9.0,11.3,2.0,50.0,62.5,988.25,0.951
2009-07-02,6.1,12.0,0.4,,60.5,993.6,0.879
2009-07-03,5.1,11.0,9.2,63.0,74.0,1000.8,1.001
2009-07-04,7.3,12.7,0.4,81.0,67.5,1004.35,1.134
2009-07-05,6.3,9.8,2.2,52.0,53.5,1014.3,1.111
2009-07-06,5.1,8.6,2.0,63.0,65.0,1017.6,1.001
2009-07-07,2.9,10.8,1.0,24.0,63.5,1026.9,1.1
2009-07-08,0.5,10.8,0.0,35.0,68.5,1027.85,1.158
2009-07-09,1.8,11.1,0.2,37.0,67.5,1029.1,1.132
2009-07-10,2.2,10.3,0.0,37.0,74.5,1024.5,1.129
2009-07-11,4.4,12.5,0.0,35.0,75.0,1011.85,1.177
2009-07-12,7.4,13.4,1.8,48.0,66.5,999.15,1.095
2009-07-13,5.9,13.9,0.6,52.0,64.0,995.55,1.035
2009-07-14,3.5,13.9,0.0,28.0,67.0,1000.8,1.069
2009-07-15,6.2,10.2,1.0,35.0,76.0,1012.95,1.124
2009-07-16,5.8,10.0,2.2,24.0,84.0,1018.4,1.165
2009-07-17,1.4,10.5,0.2,28.0,70.0,1020.25,1.212
2009-07-18,1.0,10.7,0.0,37.0,69.0,1014.25,1.098
2009-07-19,3.4,15.1,0.4,33.0,66.5,1006.65,1.374
2009-07-20,7.3,17.2,0.0,100.0,58.0,1000.2,1.275
2009-07-21,7.2,13.5,6.6,50.0,56.5,1007.2,1.208
2009-07-22,7.2,14.1,1.6,59.0,74.5,993.1,1.299
2009-07-23,5.5,10.7,6.2,50.0,54.0,1016.5,1.405
2009-07-24,1.1,10.8,0.0,54.0,71.0,1017.5,1.28
2009-07-25,3.4,14.9,0.0,50.0,56.0,1014.65,1.388
2009-07-26,6.6,14.7,0.8,46.0,67.0,1007.95,1.15
2009-07-27,6.9,12.7,0.0,50.0,60.0,1004.4,1.112
2009-07-28,6.8,14.2,0.0,57.0,72.0,1006.75,1.221
2009-07-29,9.0,14.4,1.4,70.0,46.0,1013.7,1.371
2009-07-30,9.6,16.8,0.0,91.0,56.5,1005.85,1.479
2009-07-31,8.2,13.6,0.0,48.0,48.5,1009.1,1.394
2009-08-01,8.4,15.5,0.0,100.0,48.0,1007.45,1.515
2009-08-02,6.2,14.0,1.2,57.0,61.0,1009.85,1.555
2009-08-03,5.4,12.3,2.0,63.0,41.0,1009.5,1.359
2009-08-04,6.3,13.4,9.8,94.0,58.0,1006.6,1.394
2009-08-05,5.9,14.5,0.6,63.0,56.0,1011.3,1.518
2009-08-06,7.4,17.5,0.2,59.0,60.5,1005.15,1.576
2009-08-07,10.7,12.1,0.6,85.0,53.5,1004.55,1.404
2009-08-08,6.8,15.2,0.6,44.0,58.5,1011.8,1.381
2009-08-09,8.6,12.2,1.6,33.0,87.5,1013.4,1.597
2009-08-10,6.2,9.2,15.0,26.0,86.0,1021.0,1.601
2009-08-11,7.2,10.0,0.6,39.0,84.0,1021.45,1.853
2009-08-12,8.3,11.0,1.6,35.0,90.0,1018.35,1.745
2009-08-13,8.5,13.9,13.6,37.0,95.0,1010.95,1.874
2009-08-14,6.7,16.3,4.2,30.0,64.0,1012.55,1.917
2009-08-15,8.7,20.4,0.2,54.0,53.5,1005.3,2.042
2009-08-16,10.7,18.1,0.0,89.0,53.0,990.35,1.957
2009-08-17,7.4,14.7,2.0,57.0,52.0,1003.65,1.674
2009-08-18,9.8,15.8,0.0,48.0,63.0,1017.25,2.219
2009-08-19,8.4,19.2,0.0,72.0,49.5,1016.0,2.349
2009-08-20,11.0,17.6,0.8,54.0,55.5,1010.45,2.128
2009-08-21,8.2,14.4,0.0,61.0,65.5,984.5,1.896
2009-08-22,5.9,14.1,3.2,54.0,52.0,998.3,1.947
2009-08-23,6.8,17.7,0.4,72.0,50.0,996.4,2.195
2009-08-24,8.6,14.3,5.0,63.0,57.0,987.35,2.254
2009-08-25,3.9,13.7,3.2,61.0,69.5,986.95,2.146
2009-08-26,5.7,11.0,0.8,87.0,56.0,987.0,2.1
2009-08-27,4.9,13.2,10.6,67.0,73.5,994.1,2.269
2009-08-28,6.8,13.2,7.2,56.0,51.5,1005.05,2.348
2009-08-29,2.8,8.7,1.0,33.0,90.5,995.1,2.271
2009-08-30,4.3,11.6,8.6,89.0,47.5,995.85,2.505
2009-08-31,6.7,10.8,3.8,87.0,58.0,994.9,2.45
2009-09-01,3.8,14.5,7.6,81.0,37.0,1011.5,2.675
2009-09-02,3.6,16.6,0.2,37.0,54.5,1018.2,2.856
2009-09-03,7.4,18.6,0.0,61.0,58.5,1007.6,2.604
2009-09-04,6.3,17.4,0.0,46.0,59.0,1004.9,2.49
2009-09-05,4.6,14.9,1.6,52.0,52.5,1005.95,2.555
2009-09-06,6.5,16.7,0.0,44.0,47.5,1009.25,2.736
2009-09-07,7.5,14.2,0.0,31.0,64.0,1004.95,3.372
2009-09-08,9.7,12.6,14.8,61.0,79.5,1010.95,3.553
2009-09-09,8.7,11.7,2.8,61.0,75.0,1011.75,3.038
2009-09-10,8.3,15.7,0.4,54.0,52.5,1012.6,2.968
2009-09-11,3.7,17.2,0.0,57.0,58.0,1010.45,3.114
2009-09-12,7.5,21.2,3.2,50.0,45.5,1004.1,3.173
2009-09-13,12.5,18.0,0.4,69.0,42.5,1005.1,3.024
2009-09-14,7.2,15.9,2.4,85.0,43.5,1015.7,3.042
2009-09-15,5.3,17.3,0.0,59.0,46.0,1012.9,3.095
2009-09-16,9.8,19.0,1.6,44.0,57.5,1015.15,3.463
2009-09-17,12.0,16.6,0.2,54.0,77.0,1007.8,3.385
2009-09-18,5.2,16.4,3.0,28.0,58.5,1018.05,3.567
2009-09-19,8.2,20.5,0.0,69.0,53.5,1004.85,3.672
2009-09-20,7.6,15.9,0.6,74.0,47.0,1004.1,3.326
2009-09-21,7.3,15.2,0.8,70.0,47.0,1008.4,3.437
2009-09-22,8.2,11.5,0.0,48.0,76.5,1004.05,3.582
2009-09-23,8.4,14.2,26.0,48.0,91.5,995.9,3.659
2009-09-24,6.8,16.9,11.6,50.0,55.0,999.85,3.758
2009-09-25,6.2,17.7,3.0,52.0,69.0,994.15,3.689
2009-09-26,5.8,15.7,2.2,57.0,44.0,990.85,3.568
2009-09-27,7.0,12.1,32.4,83.0,83.5,993.65,4.051
2009-09-28,8.5,13.3,18.0,50.0,77.0,1009.3,4.941
2009-09-29,3.1,14.0,0.0,22.0,60.0,1010.9,4.732
2009-09-30,7.2,21.2,0.0,91.0,69.0,1001.3,3.952
2009-10-01,7.9,16.6,5.8,59.0,45.0,1002.5,4.663
2009-10-02,7.4,15.0,0.2,41.0,52.0,1009.6,4.763
2009-10-03,6.7,11.8,0.2,33.0,49.5,1020.85,4.73
2009-10-04,4.2,18.3,0.0,39.0,51.5,1019.45,4.846
2009-10-05,8.2,15.9,0.0,52.0,62.0,1016.5,4.282
2009-10-06,5.8,10.4,3.2,54.0,62.0,1025.75,4.076
2009-10-07,4.8,12.2,13.2,52.0,73.0,1027.1,4.627
2009-10-08,4.4,13.1,1.2,41.0,67.0,1029.55,4.53
2009-10-09,5.3,12.4,1.6,37.0,59.0,1034.55,4.784
2009-10-10,3.1,13.7,0.0,24.0,59.5,1032.2,5.252
2009-10-11,5.5,16.1,0.0,24.0,65.0,1021.2,5.539
2009-10-12,5.9,18.1,0.0,46.0,58.0,1000.65,5.058
2009-10-13,8.6,17.4,15.4,35.0,70.5,990.55,4.592
2009-10-14,6.9,15.3,6.0,46.0,72.0,994.2,5.136
2009-10-15,7.0,15.4,0.0,39.0,63.0,1002.05,4.965
2009-10-16,9.9,13.5,2.0,43.0,81.5,1014.25,5.259
2009-10-17,7.1,15.4,1.6,30.0,64.0,1020.8,5.755
2009-10-18,8.4,16.7,0.0,59.0,58.0,1018.8,5.994
2009-10-19,9.0,18.0,5.8,43.0,83.5,1023.3,6.397
2009-10-20,9.2,24.9,0.4,69.0,36.5,1006.3,6.408
2009-10-21,9.4,17.2,0.0,43.0,55.0,1017.5,5.734
2009-10-22,6.8,17.6,0.4,31.0,49.5,1022.8,6.048
2009-10-23,11.1,17.8,0.0,41.0,55.0,1019.1,5.951
2009-10-24,9.7,15.1,0.2,52.0,63.5,1012.35,6.683
2009-10-25,6.2,12.3,1.2,56.0,68.0,1021.6,6.257
2009-10-26,4.6,19.0,2.2,35.0,52.5,1028.1,7.105
2009-10-27,7.3,19.0,0.0,39.0,55.5,1026.25,7.083
2009-10-28,11.1,13.0,0.0,41.0,64.0,1028.5,6.547
2009-10-29,9.9,20.2,0.0,33.0,56.0,1025.45,7.283
2009-10-30,12.6,23.2,0.0,61.0,55.5,1016.55,7.389
2009-10-31,13.1,19.9,4.0,39.0,74.5,1017.4,7.84
2009-11-01,11.9,17.4,0.6,31.0,72.0,1019.45,7.579
2009-11-02,8.8,18.2,0.0,33.0,62.5,1018.2,7.508
2009-11-03,13.1,19.2,8.4,80.0,64.0,994.0,7.132
2009-11-04,6.6,17.2,0.4,54.0,45.0,1011.5,7.252
2009-11-05,9.0,16.3,0.0,41.0,50.5,1020.35,7.028
2009-11-06,5.8,18.2,0.0,37.0,52.5,1025.5,7.809
2009-11-07,11.3,20.7,0.0,28.0,57.0,1028.3,8.0
2009-11-08,12.9,28.3,0.0,39.0,46.0,1026.2,8.241
2009-11-09,14.6,31.6,0.0,39.0,35.5,1020.5,8.409
2009-11-10,14.6,17.2,0.0,30.0,84.0,1022.2,8.042
2009-11-11,12.8,20.2,0.0,30.0,72.5,1022.35,8.219
2009-11-12,13.0,17.7,0.4,31.0,74.0,1020.25,7.743
2009-11-13,10.1,22.9,0.2,56.0,59.5,1018.5,8.882
2009-11-14,12.6,16.4,0.0,43.0,67.5,1012.05,8.312
2009-11-15,6.8,15.7,0.0,43.0,59.0,1014.5,8.7
2009-11-16,11.2,17.2,0.2,54.0,81.0,1003.15,8.255
2009-11-17,9.9,16.9,9.2,26.0,64.5,1011.45,10.027
2009-11-18,10.5,21.6,0.0,31.0,70.0,1008.65,9.764
2009-11-19,13.7,31.3,0.0,52.0,44.0,1001.85,8.8
2009-11-20,13.5,32.6,0.0,87.0,32.5,995.25,8.479
2009-11-21,8.8,14.7,0.6,26.0,75.5,1008.75,8.436
2009-11-22,10.0,17.2,0.0,63.0,75.5,999.35,8.936
2009-11-23,9.2,19.1,3.2,78.0,52.5,1013.15,8.254
2009-11-24,12.5,24.9,0.2,72.0,46.5,1016.05,9.676
2009-11-25,16.1,25.3,0.0,63.0,39.0,1015.75,10.13
2009-11-26,14.5,27.6,0.0,37.0,62.5,1009.7,10.344
2009-11-27,12.4,13.3,0.8,37.0,79.0,1009.7,9.813
2009-11-28,10.9,13.7,5.8,35.0,93.0,1003.15,9.458
2009-11-29,10.4,12.1,32.6,63.0,83.0,1007.95,9.103
2009-11-30,9.3,13.7,7.6,,64.5,1021.3,9.066
2009-12-01,10.2,15.1,0.0,26.0,66.0,1024.55,9.598
2009-12-02,8.4,20.0,0.0,30.0,57.5,1022.35,9.721
2009-12-03,11.2,23.7,0.0,70.0,46.0,1011.6,9.587
2009-12-04,10.2,17.8,5.2,52.0,45.0,1011.3,8.889
2009-12-05,10.4,20.4,0.6,43.0,47.5,1007.5,9.227
2009-12-06,9.6,22.9,0.0,54.0,45.5,1009.25,9.817
2009-12-07,12.8,17.8,0.0,41.0,53.0,1008.85,9.384
2009-12-08,8.9,19.4,0.0,56.0,41.0,1003.4,8.946
2009-12-09,10.2,21.2,0.0,67.0,43.0,1002.5,9.706
2009-12-10,13.0,22.7,0.2,63.0,40.0,1000.8,9.149
2009-12-11,8.9,18.9,7.0,61.0,41.5,1007.45,9.103
2009-12-12,12.4,22.3,0.0,69.0,39.0,1005.1,10.146
2009-12-13,13.5,18.0,0.0,52.0,60.0,1014.0,10.018
2009-12-14,9.8,18.0,0.0,35.0,53.5,1022.75,10.313
2009-12-15,9.2,23.4,0.0,33.0,58.0,1019.8,11.217
2009-12-16,16.3,34.0,0.0,72.0,20.5,1004.95,11.16
2009-12-17,11.9,12.4,8.2,41.0,95.0,1005.45,10.786
2009-12-18,8.0,20.7,33.8,81.0,62.0,1005.3,10.618
2009-12-19,10.8,18.7,0.2,83.0,49.5,1012.85,11.113
2009-12-20,9.5,18.8,0.0,31.0,54.0,1018.6,10.676
2009-12-21,10.7,21.6,0.0,35.0,54.0,1010.25,10.359
2009-12-22,11.8,23.8,0.0,46.0,44.5,1008.35,10.452
2009-12-23,13.2,23.8,0.2,35.0,80.0,1012.8,10.452
2009-12-24,13.6,25.2,0.0,69.0,51.0,997.0,10.973
2009-12-25,11.6,19.6,3.2,52.0,40.0,1013.3,10.226
2009-12-26,9.8,21.1,0.0,31.0,55.0,1017.95,10.684
2009-12-27,11.8,25.0,0.0,44.0,63.0,1016.75,11.198
2009-12-28,11.8,24.6,0.0,54.0,42.0,1014.3,11.377
2009-12-29,13.0,24.8,0.0,57.0,42.5,1019.3,12.179
2009-12-30,13.2,25.5,0.0,35.0,60.5,1021.65,12.203
2009-12-31,16.8,38.3,0.0,70.0,27.5,1004.75,11.205
2010-01-01,18.3,24.8,1.0,67.0,53.5,1005.15,11.686
2010-01-02,12.4,22.7,0.4,65.0,62.0,1003.9,10.171
2010-01-03,11.0,19.4,0.0,44.0,50.0,1012.3,10.725
2010-01-04,13.4,25.3,0.0,48.0,46.5,1013.45,10.918
2010-01-05,12.7,25.2,0.0,56.0,42.0,1010.1,10.626
2010-01-06,12.9,21.5,0.0,56.0,46.0,1013.3,9.97
2010-01-07,9.0,21.0,0.0,37.0,48.0,1019.0,10.868
2010-01-08,12.1,30.6,0.0,61.0,39.0,1012.15,11.107
2010-01-09,14.7,20.9,0.0,43.0,65.0,1011.15,10.851
2010-01-10,12.1,22.0,0.0,30.0,58.5,1019.35,11.471
2010-01-11,15.8,36.5,0.0,46.0,33.0,1009.1,11.309
2010-01-12,20.0,33.7,1.2,83.0,47.5,995.0,11.463
2010-01-13,14.6,21.2,0.0,,44.5,1011.6,9.305
2010-01-14,9.9,20.1,0.2,37.0,53.0,1018.95,11.268
2010-01-15,14.0,23.1,0.0,35.0,64.5,1017.85,11.163
2010-01-16,16.2,28.0,0.0,56.0,54.5,1006.25,11.205
2010-01-17,13.6,20.6,4.0,48.0,50.5,1002.5,8.984
2010-01-18,9.9,19.7,7.0,48.0,48.5,1006.25,8.727
2010-01-19,11.7,19.4,0.6,67.0,48.5,1005.8,10.621
2010-01-20,11.3,21.7,0.0,52.0,60.0,1003.1,10.749
2010-01-21,8.8,23.2,0.0,35.0,45.5,1008.95,10.597
2010-01-22,11.9,29.7,0.0,43.0,48.0,1003.55,10.429
