Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,Humidity,Pressure,UVIEF
2009-06-10,9.7,14.2,0.0,4.4,9.6,,34.5,1012.35,2.002
2009-06-11,6.1,15.8,0.0,4.0,9.8,,38.0,1019.55,1.918
2009-06-12,6.2,17.1,0.0,3.0,9.4,,54.0,1022.25,2.041
2009-06-13,7.8,18.5,0.0,2.6,4.6,,55.0,1015.85,2.219
2009-06-14,9.4,15.6,0.0,3.4,0.3,,67.5,1013.2,2.303
2009-06-15,8.2,19.8,1.2,0.8,8.6,,59.5,1011.85,2.093
2009-06-16,9.2,16.3,0.6,3.0,0.5,,84.5,1019.0,2.148
2009-06-17,10.5,15.6,29.8,0.8,3.3,,89.5,1027.05,2.164
2009-06-18,10.1,15.4,7.8,1.0,3.3,,90.0,1029.05,2.167
2009-06-19,9.2,18.0,23.6,1.4,7.2,,70.5,1029.1,2.166
2009-06-20,10.9,16.0,0.2,3.8,0.6,,91.0,1026.3,2.223
2009-06-21,11.7,19.1,31.8,0.6,1.9,,87.5,1022.3,2.128
2009-06-22,14.1,21.0,12.2,1.8,6.7,,77.5,1019.0,2.064
2009-06-23,10.1,19.6,0.0,1.6,9.5,,74.5,1018.3,2.133
2009-06-24,9.1,18.9,0.0,1.4,6.3,,67.5,1012.95,2.043
2009-06-25,8.7,16.9,0.0,2.2,6.5,,59.5,1013.4,2.294
2009-06-26,8.7,18.6,0.0,1.8,8.8,,63.5,1010.95,2.17
2009-06-27,9.4,15.8,0.0,2.2,0.2,,81.5,1006.75,2.286
2009-06-28,10.4,18.7,0.0,2.2,5.3,,70.0,1005.4,2.225
2009-06-29,9.6,20.7,2.8,2.0,9.8,,57.0,1011.3,2.359
2009-06-30,12.3,19.9,0.0,1.4,2.2,,60.0,1010.7,2.466
2009-07-01,15.7,21.2,0.0,4.0,8.6,,44.0,1004.95,2.215
2009-07-02,11.0,18.9,0.0,4.8,8.4,,43.5,1007.15,2.173
2009-07-03,11.1,16.2,0.0,5.6,9.4,,45.5,1003.75,1.947
2009-07-04,8.5,17.1,0.0,3.8,9.8,,46.5,1011.8,2.21
2009-07-05,10.1,18.1,0.0,3.0,9.8,,43.0,1016.4,2.335
2009-07-06,6.2,15.7,0.0,3.0,6.5,,61.0,1019.3,2.439
2009-07-07,7.5,15.1,0.6,2.6,3.9,,70.5,1024.55,2.315
2009-07-08,8.6,16.8,13.8,2.6,3.2,,78.5,1028.9,2.258
2009-07-09,9.1,17.6,6.2,0.4,4.4,,79.5,1029.7,2.389
2009-07-10,9.5,18.6,8.8,1.8,8.4,,81.0,1026.4,2.366
2009-07-11,9.1,16.4,0.0,2.0,3.6,,76.0,1020.6,2.472
2009-07-12,10.3,16.8,0.0,1.4,2.3,,68.0,1012.0,2.679
2009-07-13,11.6,17.4,0.2,2.4,2.8,,60.0,1006.7,2.601
2009-07-14,10.2,17.2,0.0,3.2,9.7,,51.0,1005.9,2.222
2009-07-15,6.7,17.3,0.0,2.6,6.9,,60.5,1009.15,2.121
2009-07-16,8.1,16.5,0.0,2.0,2.5,,62.5,1011.3,2.195
2009-07-17,9.2,15.8,7.0,3.2,4.5,,69.5,1019.2,2.415
2009-07-18,8.0,18.6,0.0,3.0,9.8,,63.0,1020.45,2.325
2009-07-19,8.0,19.9,0.0,2.2,9.4,,51.5,1020.15,2.526
2009-07-20,8.2,21.3,0.0,2.6,10.0,,53.0,1022.75,2.731
2009-07-21,8.8,23.4,0.0,5.4,10.0,,55.5,1018.45,2.715
2009-07-22,11.2,24.7,0.0,4.8,8.0,,46.5,1008.45,2.559
2009-07-23,11.4,18.3,3.6,5.6,8.1,,52.0,1013.6,2.522
2009-07-24,8.4,17.5,0.6,2.2,9.4,,56.5,1025.3,2.681
2009-07-25,7.6,18.6,0.0,1.8,9.9,,67.5,1024.1,2.708
2009-07-26,8.9,15.3,0.0,5.8,0.3,,75.5,1016.65,2.476
2009-07-27,8.3,18.9,12.2,0.4,9.0,,53.0,1015.85,2.305
2009-07-28,8.1,18.7,0.0,3.6,10.0,,50.5,1021.35,2.399
2009-07-29,9.5,19.5,0.0,2.2,9.1,,51.0,1023.3,2.316
2009-07-30,8.5,18.9,0.0,4.0,9.5,,52.0,1021.85,2.488
2009-07-31,9.2,19.7,0.0,3.0,8.5,,52.0,1018.95,2.498
2009-08-01,9.2,19.2,0.0,3.8,10.2,,46.5,1023.4,2.844
2009-08-02,7.9,19.2,0.0,4.0,10.1,,54.5,1025.2,2.832
2009-08-03,8.3,20.5,0.0,4.0,8.8,,43.5,1019.95,2.825
2009-08-04,10.0,19.8,0.0,3.2,5.1,,51.5,1019.55,2.65
2009-08-05,7.6,19.3,0.0,2.8,9.9,,54.5,1021.6,2.652
2009-08-06,8.0,19.5,0.0,2.0,9.2,,64.0,1021.4,2.929
2009-08-07,11.0,23.5,0.0,4.8,8.9,,34.0,1012.6,2.979
2009-08-08,7.8,16.8,0.0,6.4,9.9,,43.5,1022.1,2.735
2009-08-09,5.9,16.8,0.0,2.6,8.4,,62.5,1019.35,2.781
2009-08-10,6.8,16.3,0.0,1.8,4.1,,68.0,1018.4,3.119
2009-08-11,9.1,16.8,0.0,1.2,2.4,,72.5,1014.4,2.995
2009-08-12,8.9,19.8,4.2,1.6,9.7,,54.5,1011.0,3.129
2009-08-13,9.0,21.0,0.0,5.4,10.2,,49.0,1012.9,3.482
2009-08-14,10.8,21.0,0.0,3.0,9.9,,61.5,1017.8,3.637
2009-08-15,8.7,22.1,0.0,3.2,10.5,,56.0,1017.9,3.774
2009-08-16,9.4,25.7,0.0,2.0,10.2,,46.5,1012.35,3.978
2009-08-17,13.0,22.9,0.0,8.0,10.2,,28.5,1013.55,3.524
2009-08-18,9.0,18.9,0.0,6.2,10.4,,46.5,1027.15,3.707
2009-08-19,7.8,17.9,0.0,4.2,10.4,,60.0,1025.45,4.056
2009-08-20,9.9,21.1,0.0,2.8,4.9,,66.0,1016.85,4.141
2009-08-21,11.1,25.0,0.0,4.0,4.8,,40.0,1005.65,4.153
2009-08-22,14.5,20.8,0.0,7.0,6.3,,49.0,1011.3,4.139
2009-08-23,13.3,25.1,0.0,3.6,10.2,,57.5,1009.9,4.374
2009-08-24,17.0,23.9,0.0,5.6,3.5,,53.0,1006.0,4.716
2009-08-25,15.6,20.2,1.6,5.0,10.5,,27.5,1006.95,3.829
2009-08-26,12.0,21.6,0.0,8.4,10.9,,26.0,1011.95,3.819
2009-08-27,11.3,20.9,0.0,6.0,11.0,,40.5,1015.55,4.82
2009-08-28,10.6,24.8,0.0,3.2,10.2,,32.5,1014.75,4.431
2009-08-29,14.8,25.7,0.0,9.2,5.2,,55.0,1003.9,4.908
2009-08-30,13.7,19.5,0.2,9.2,10.9,,28.5,1011.0,4.619
2009-08-31,9.2,21.5,0.0,6.0,10.9,,35.0,1015.7,4.876
2009-09-01,11.1,22.0,0.0,4.2,10.7,,42.5,1020.6,4.719
2009-09-02,9.7,18.7,0.0,3.8,10.9,,59.0,1023.25,4.904
2009-09-03,12.0,21.1,0.0,4.6,4.7,,82.0,1019.8,4.884
2009-09-04,14.7,25.3,6.0,1.8,6.9,,62.0,1012.4,4.885
2009-09-05,14.7,21.2,0.0,6.4,10.2,,35.5,1015.6,4.691
2009-09-06,10.4,18.2,0.0,3.8,10.0,,55.5,1016.45,4.889
2009-09-07,13.5,19.9,0.0,5.4,2.1,,65.5,1004.65,4.618
2009-09-08,11.6,21.1,5.4,3.6,8.3,,56.0,1007.9,4.79
2009-09-09,10.3,20.8,0.2,3.6,11.2,,41.0,1009.5,4.473
2009-09-10,10.0,22.2,0.0,5.0,10.9,,41.5,1014.9,4.43
2009-09-11,9.5,22.4,0.0,5.0,10.7,,48.5,1021.0,4.846
2009-09-12,11.0,28.5,0.0,6.0,10.9,,38.0,1020.8,5.258
2009-09-13,17.3,32.2,0.0,8.2,10.9,,20.5,1017.55,5.478
2009-09-14,18.1,19.7,0.0,7.4,6.2,,65.0,1021.55,5.264
2009-09-15,15.4,20.4,0.0,6.4,6.9,,71.5,1018.9,5.257
2009-09-16,15.6,22.2,0.0,3.4,0.0,,79.5,1021.35,5.699
2009-09-17,14.7,32.1,0.0,1.6,7.6,,46.5,1013.55,6.008
2009-09-18,19.0,23.5,0.0,10.4,10.2,,47.0,1018.15,5.808
2009-09-19,13.1,20.8,0.0,5.4,9.7,,63.0,1016.1,5.581
2009-09-20,13.8,24.7,0.0,5.8,8.5,,39.5,1012.85,5.606
2009-09-21,15.7,25.8,0.0,8.2,8.1,,68.0,1013.35,6.152
2009-09-22,17.1,31.7,0.0,3.4,8.2,,39.5,1000.55,6.298
2009-09-23,17.0,21.8,4.4,11.2,8.0,,38.0,997.3,5.591
2009-09-24,15.1,25.0,0.0,7.6,11.3,,31.0,1010.85,6.46
2009-09-25,13.5,25.4,0.0,8.0,11.2,,34.5,1010.25,6.662
2009-09-26,17.1,19.6,0.0,11.2,9.0,,21.5,1004.4,6.038
2009-09-27,10.1,17.2,0.0,8.0,10.8,,26.5,1005.25,5.852
2009-09-28,11.0,21.4,0.0,8.2,7.8,,35.0,1006.6,5.938
2009-09-29,11.4,21.0,0.0,4.0,11.1,,43.5,1012.95,6.483
2009-09-30,10.9,25.6,0.0,5.4,11.0,,45.5,1015.15,6.831
2009-10-01,14.9,33.1,0.0,7.0,10.8,,15.5,1010.55,6.891
2009-10-02,16.5,20.7,0.0,10.2,0.5,,70.0,1011.7,6.897
2009-10-03,13.6,15.2,12.6,3.0,0.0,,90.0,1013.0,6.386
2009-10-04,12.9,17.0,38.2,2.4,0.0,,74.5,1020.65,6.405
2009-10-05,13.1,20.2,3.4,1.8,2.2,,78.0,1018.7,6.712
2009-10-06,11.5,19.6,6.6,2.6,6.4,,70.5,1018.65,6.22
2009-10-07,10.6,19.3,7.0,3.6,8.8,,40.0,1012.75,5.847
2009-10-08,10.5,17.5,2.2,6.8,7.4,,48.5,1018.95,6.051
2009-10-09,9.6,17.1,0.0,5.2,4.7,,70.5,1025.7,6.503
2009-10-10,8.9,18.6,24.4,3.4,6.7,,71.5,1028.5,6.574
2009-10-11,11.8,19.3,2.2,3.4,6.7,,74.0,1022.5,6.95
2009-10-12,11.3,22.6,0.0,4.8,4.7,,62.0,1009.1,7.249
2009-10-13,17.0,24.5,0.0,5.0,11.2,,29.5,1000.35,7.496
2009-10-14,15.2,22.1,0.0,11.2,8.9,,35.0,1000.7,7.16
2009-10-15,13.8,23.0,0.0,7.6,10.0,,37.0,1007.3,7.19
2009-10-16,11.8,21.2,0.0,7.4,12.1,,30.5,1011.9,7.546
2009-10-17,11.6,21.2,0.0,8.0,12.2,,48.0,1020.7,7.785
2009-10-18,13.8,18.8,7.0,5.8,7.9,,70.5,1026.35,7.733
2009-10-19,12.4,20.8,1.0,4.4,12.2,,64.0,1025.9,8.684
2009-10-20,14.3,23.0,0.0,5.8,12.1,,66.5,1021.1,9.094
2009-10-21,15.6,34.6,0.0,7.6,11.6,,36.0,1018.3,8.582
2009-10-22,17.9,21.3,0.0,9.4,1.2,,65.0,1023.75,8.552
2009-10-23,17.5,22.9,0.0,5.0,11.1,,68.0,1017.3,8.256
2009-10-24,16.8,22.1,0.0,7.0,9.2,,59.5,1017.9,8.179
2009-10-25,17.9,20.9,0.0,5.6,1.1,,83.0,1015.85,8.76
2009-10-26,14.4,17.0,73.2,,0.0,,75.5,1024.5,8.304
2009-10-27,14.7,18.8,1.4,3.8,0.0,,57.0,1028.6,8.657
2009-10-28,14.0,22.8,0.6,3.6,6.3,,72.0,,9.434
2009-10-29,17.0,22.0,0.2,5.0,6.0,,73.5,,8.814
2009-10-30,17.3,23.4,0.0,4.0,9.8,,69.0,1021.9,9.23
2009-10-31,18.7,22.8,0.0,7.4,10.3,,72.5,1024.3,9.306
2009-11-01,16.9,24.2,0.0,8.0,10.1,,60.0,1022.2,9.847
2009-11-02,18.8,26.0,0.0,7.0,6.9,,75.0,1019.25,9.748
2009-11-03,18.9,36.9,0.0,6.2,11.0,,45.5,1009.25,8.866
2009-11-04,19.4,19.9,0.0,13.2,0.0,,73.5,1016.7,9.187
2009-11-05,16.9,19.8,0.0,2.2,1.1,,71.5,1021.4,9.179
2009-11-06,16.7,21.3,1.4,3.0,0.8,,61.5,1027.35,9.033
2009-11-07,17.2,22.9,4.2,4.2,6.2,,64.5,1030.25,9.025
2009-11-08,19.1,21.9,0.0,6.4,0.7,,82.0,1029.75,9.106
2009-11-09,19.1,23.2,0.8,2.6,11.0,,69.0,1025.6,9.314
2009-11-10,15.9,23.9,0.0,5.4,12.8,,57.5,1021.25,9.846
2009-11-11,15.4,23.9,0.0,10.2,12.4,,69.0,1021.95,9.456
2009-11-12,16.6,26.7,0.0,6.8,11.2,,62.0,1016.7,9.567
2009-11-13,19.5,23.0,4.0,8.8,9.7,,63.0,1019.65,9.363
2009-11-14,15.0,24.3,0.2,6.2,12.6,,61.0,1013.9,10.031
2009-11-15,18.5,25.1,0.0,8.8,9.3,,68.5,1011.9,10.112
2009-11-16,18.7,27.6,0.0,6.4,10.3,,67.0,1005.4,10.133
2009-11-17,19.4,23.6,1.4,8.8,5.0,,60.0,1009.2,10.368
2009-11-18,17.8,23.8,0.0,7.2,6.6,,61.5,1011.75,11.258
2009-11-19,18.4,26.5,0.0,8.0,10.6,,66.5,1009.75,12.383
2009-11-20,21.0,33.2,0.0,8.8,7.6,,61.5,1007.75,12.747
2009-11-21,22.0,31.5,0.0,12.4,10.3,,50.5,1008.2,12.934
2009-11-22,21.2,40.4,0.0,7.4,6.0,,47.0,1003.25,11.602
2009-11-23,19.9,22.8,0.0,13.4,0.3,,65.0,1021.8,11.843
2009-11-24,18.1,21.5,0.0,5.2,2.1,,79.0,1025.25,12.53
2009-11-25,18.3,25.0,0.2,3.0,12.2,,78.0,1020.35,12.673
2009-11-26,21.3,26.6,0.0,7.8,8.4,,73.5,1014.35,12.49
2009-11-27,21.3,33.2,1.0,7.8,12.4,,45.5,1008.4,12.421
2009-11-28,21.1,29.3,0.0,12.8,9.5,,57.0,1003.3,12.303
2009-11-29,19.5,30.5,0.0,10.6,12.4,,24.0,999.8,10.876
2009-11-30,18.1,23.1,0.0,11.8,3.9,,58.0,1008.65,10.145
2009-12-01,14.3,21.2,4.4,6.4,9.6,,58.5,1016.75,10.495
2009-12-02,13.5,22.6,10.2,6.4,11.2,,56.5,1021.85,11.139
2009-12-03,15.2,22.6,0.0,6.8,12.9,,55.0,1020.25,12.148
2009-12-04,17.3,24.4,0.0,8.0,12.5,,65.0,1015.6,12.011
2009-12-05,18.2,23.4,0.0,9.8,6.5,,61.5,1013.9,11.546
