Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,Humidity,Pressure,UVIEF
2009-03-27,14.8,36.3,0.0,6.8,10.7,31.0,47.0,1016.05,8.071
2009-03-28,16.9,27.0,0.0,6.0,10.8,46.0,63.0,1018.1,8.77
2009-03-29,16.9,26.1,0.0,7.6,8.4,37.0,46.0,1019.3,8.766
2009-03-30,17.4,25.3,0.0,6.2,8.9,44.0,61.0,1014.0,7.412
2009-03-31,14.8,25.4,0.0,5.0,8.1,44.0,60.5,1016.15,6.885
2009-04-01,11.8,23.4,0.0,4.0,9.5,41.0,47.5,1021.75,7.279
2009-04-02,9.5,24.6,0.0,5.8,10.1,37.0,48.5,1023.85,7.325
2009-04-03,13.5,28.3,0.0,5.6,10.8,35.0,43.5,1026.05,7.628
2009-04-04,14.5,29.7,0.0,6.4,10.3,30.0,36.0,1026.15,7.617
2009-04-05,14.4,28.0,0.0,7.0,10.8,33.0,40.0,1025.8,7.353
2009-04-06,14.6,29.2,0.0,8.4,10.9,37.0,37.0,1022.4,7.438
2009-04-07,16.0,32.0,0.0,7.4,10.4,37.0,30.0,1019.9,6.791
2009-04-08,13.0,34.0,0.0,7.4,10.0,33.0,21.0,1017.45,6.36
2009-04-09,14.4,33.5,0.0,7.2,9.7,30.0,25.5,1016.0,6.208
2009-04-10,17.0,35.5,0.0,7.8,10.5,33.0,34.0,1013.2,6.459
2009-04-11,13.8,28.8,0.0,5.6,10.0,22.0,66.0,1012.8,6.508
2009-04-12,15.6,34.3,0.0,6.8,10.6,46.0,14.5,1013.85,6.501
2009-04-13,20.9,24.8,0.0,12.2,0.1,41.0,62.5,1012.95,6.202
2009-04-14,15.1,27.8,4.8,3.8,8.0,37.0,61.0,1014.75,5.765
2009-04-15,13.4,24.9,0.0,4.8,10.5,33.0,52.5,1016.65,5.817
2009-04-16,11.3,27.3,0.0,6.0,10.6,28.0,47.5,1014.15,5.632
2009-04-17,12.8,29.4,0.0,4.6,8.3,24.0,46.0,1012.55,5.599
2009-04-18,15.5,25.5,0.0,5.2,1.8,30.0,57.5,1013.8,5.256
2009-04-19,13.3,29.7,0.0,2.4,10.5,28.0,54.5,1013.55,5.659
2009-04-20,14.9,27.3,0.0,4.6,10.7,24.0,65.0,1012.35,5.786
2009-04-21,13.4,30.1,0.0,4.0,10.5,31.0,43.5,1007.55,5.662
2009-04-22,15.3,20.9,0.0,5.0,8.4,46.0,54.5,1013.05,5.099
2009-04-23,6.0,20.8,0.2,4.2,7.3,33.0,53.0,1023.65,5.6
2009-04-24,11.6,22.7,0.0,4.4,6.2,30.0,71.5,1023.45,5.744
2009-04-25,13.9,22.3,0.0,2.8,7.2,24.0,62.0,1022.95,5.691
2009-04-26,9.6,26.1,0.0,3.2,9.4,28.0,63.5,1021.65,5.889
2009-04-27,11.4,28.5,0.0,3.2,9.3,26.0,45.5,1019.05,5.748
2009-04-28,13.3,28.5,0.0,5.0,10.1,31.0,48.0,1022.25,5.513
2009-04-29,14.2,25.7,0.0,6.2,3.8,30.0,51.5,1019.75,5.127
2009-04-30,10.0,22.9,0.0,4.2,9.3,33.0,60.0,1023.7,4.669
2009-05-01,11.3,25.0,0.0,4.6,9.8,28.0,46.0,1026.55,4.752
2009-05-02,9.9,28.1,0.0,6.2,9.9,24.0,34.5,1025.25,4.947
2009-05-03,8.7,27.7,0.0,4.2,7.0,22.0,39.5,1024.8,4.943
2009-05-04,9.1,28.4,0.0,4.4,9.9,24.0,31.0,1024.65,4.817
2009-05-05,8.7,28.5,0.0,4.0,10.0,24.0,31.0,1027.1,4.587
2009-05-06,9.5,27.4,0.0,6.8,10.0,30.0,32.0,1028.0,4.641
2009-05-07,8.4,26.6,0.0,3.4,9.9,26.0,36.5,1027.1,4.789
2009-05-08,7.6,25.6,0.0,4.2,9.8,26.0,37.5,1026.5,4.691
2009-05-09,6.5,26.3,0.0,4.8,9.7,28.0,39.5,1022.9,4.544
2009-05-10,8.2,23.4,0.0,3.6,1.2,20.0,43.0,1019.5,4.36
2009-05-11,11.4,26.0,0.0,2.2,9.5,33.0,53.0,1020.5,3.875
2009-05-12,13.5,25.0,0.0,5.4,9.5,30.0,46.0,1024.8,4.013
2009-05-13,11.9,24.7,0.0,4.8,9.4,30.0,54.5,1025.0,3.922
2009-05-14,9.0,24.5,0.0,4.4,9.5,20.0,45.0,1023.55,3.733
2009-05-15,6.3,25.3,0.0,3.0,9.6,24.0,42.5,1021.6,3.763
2009-05-16,5.1,24.9,0.0,3.4,9.5,22.0,38.5,1020.1,3.991
2009-05-17,6.4,26.4,0.0,4.4,9.2,24.0,33.5,1016.05,3.914
2009-05-18,5.9,23.0,0.0,4.2,8.9,22.0,58.5,1014.15,4.045
2009-05-19,10.4,23.5,0.0,2.6,8.8,26.0,65.5,1015.45,4.107
2009-05-20,13.2,26.0,0.0,2.4,8.1,33.0,65.5,1010.2,4.201
2009-05-21,16.2,23.7,12.2,3.2,2.5,65.0,88.0,999.1,3.76
2009-05-22,9.9,17.5,12.0,3.4,6.2,70.0,56.5,1004.35,3.06
2009-05-23,11.8,16.1,21.0,4.0,4.0,46.0,79.0,1009.45,3.007
2009-05-24,4.8,18.8,0.8,2.0,9.3,22.0,64.5,1017.85,3.257
2009-05-25,3.3,19.3,0.0,1.8,7.3,31.0,62.0,1019.2,3.196
2009-05-26,6.7,23.2,0.0,2.2,9.4,28.0,42.0,1016.95,3.166
2009-05-27,12.2,23.1,0.0,4.4,5.4,26.0,39.5,1016.7,2.94
2009-05-28,12.6,24.2,0.0,5.2,7.2,31.0,39.0,1017.5,3.007
2009-05-29,11.3,24.4,0.0,4.6,9.3,35.0,42.0,1018.65,3.008
2009-05-30,13.1,26.7,0.0,4.4,7.1,28.0,47.0,1016.7,2.982
2009-05-31,12.2,24.2,0.0,2.4,4.9,22.0,54.0,1016.45,2.886
2009-06-01,13.2,26.2,0.0,2.2,8.0,24.0,55.0,1017.15,3.026
2009-06-02,10.5,23.6,4.0,2.0,7.0,20.0,77.5,1016.3,3.041
2009-06-03,10.1,20.4,3.8,1.6,6.1,43.0,79.0,1018.55,2.858
2009-06-04,8.0,17.6,3.0,1.8,8.2,33.0,66.0,1020.4,2.835
2009-06-05,7.3,19.1,0.6,2.8,9.3,26.0,72.5,1022.05,2.904
2009-06-06,6.0,20.0,0.0,1.6,8.9,24.0,69.0,1025.4,2.927
2009-06-07,5.8,17.5,0.0,1.8,9.0,20.0,71.5,1025.55,2.965
2009-06-08,5.0,21.0,0.0,2.2,9.2,22.0,62.5,1023.25,2.811
2009-06-09,4.3,23.1,0.0,1.8,8.9,31.0,48.0,1016.9,2.831
2009-06-10,11.9,22.0,1.2,2.0,8.1,31.0,74.0,1012.2,3.009
2009-06-11,12.2,17.0,22.2,4.8,0.5,39.0,89.5,1010.6,2.553
2009-06-12,5.2,15.4,8.6,2.2,5.8,17.0,78.5,1018.1,2.541
2009-06-13,5.1,16.7,0.2,1.4,8.3,26.0,67.0,1024.7,2.651
2009-06-14,3.4,19.4,0.0,1.4,8.9,17.0,69.0,1027.25,2.845
2009-06-15,8.2,21.1,0.0,1.2,8.6,20.0,66.0,1024.75,2.698
2009-06-16,6.1,21.4,0.0,2.0,7.7,22.0,52.0,1022.3,2.494
2009-06-17,4.7,20.8,0.0,1.4,8.7,33.0,56.0,1017.55,2.725
2009-06-18,10.5,19.7,0.0,3.2,5.5,39.0,81.5,1013.25,2.792
2009-06-19,13.1,16.6,14.2,1.0,5.5,63.0,62.5,1007.35,2.455
2009-06-20,11.2,18.3,8.0,3.4,4.4,54.0,66.5,1012.75,2.51
2009-06-21,10.4,14.8,17.4,5.4,5.8,46.0,64.0,1017.25,2.471
2009-06-22,7.6,15.7,0.0,1.2,4.3,22.0,62.5,1017.45,2.533
2009-06-23,8.8,12.8,1.6,2.4,0.0,33.0,93.0,1007.35,2.488
2009-06-24,9.2,17.5,11.8,1.2,1.4,48.0,83.5,1000.6,2.624
2009-06-25,12.0,20.0,12.8,0.4,7.7,44.0,69.0,1007.2,2.994
2009-06-26,9.5,16.6,0.6,1.2,0.1,41.0,87.5,1006.9,3.282
2009-06-27,12.8,18.0,4.8,2.4,5.9,61.0,61.5,1004.2,2.799
2009-06-28,13.0,19.3,9.8,1.6,7.3,50.0,74.0,1003.35,2.521
2009-06-29,13.7,16.0,23.2,7.2,3.8,72.0,74.5,996.65,2.53
2009-06-30,9.1,15.9,8.4,2.8,3.4,48.0,72.5,1011.25,2.541
2009-07-01,8.4,18.1,7.2,1.2,7.4,35.0,77.0,1021.65,2.65
2009-07-02,2.6,17.4,0.0,2.6,9.2,19.0,73.5,1028.25,2.859
2009-07-03,4.8,17.9,0.0,2.8,6.3,31.0,64.0,1025.85,2.922
2009-07-04,8.3,18.1,0.0,1.0,3.4,22.0,66.0,1020.85,3.041
2009-07-05,6.6,21.0,0.0,1.0,8.9,22.0,64.5,1018.3,3.283
2009-07-06,11.5,19.1,4.2,2.6,2.7,43.0,82.0,1009.5,3.256
2009-07-07,8.6,18.5,3.2,1.8,2.0,26.0,68.5,1017.0,3.296
2009-07-08,10.7,18.3,1.2,0.8,3.0,31.0,65.5,1013.55,3.132
2009-07-09,11.6,18.9,16.0,2.6,5.0,33.0,76.0,1005.1,2.917
2009-07-10,10.8,17.8,16.4,1.6,4.9,52.0,81.0,1008.0,2.749
2009-07-11,7.9,17.4,4.0,1.8,7.3,22.0,67.5,1013.9,2.637
2009-07-12,5.4,16.9,0.0,1.8,8.9,24.0,65.5,1022.35,2.533
2009-07-13,2.2,16.9,0.0,1.6,8.5,20.0,70.5,1027.6,2.897
2009-07-14,1.5,17.7,0.0,2.2,9.4,28.0,69.0,1026.45,3.246
2009-07-15,5.5,21.6,0.0,2.2,9.1,46.0,43.5,1017.25,3.415
2009-07-16,12.3,17.2,8.6,3.8,4.5,56.0,64.0,1011.85,3.199
2009-07-17,12.8,18.1,7.8,2.6,5.7,43.0,57.0,1015.65,2.895
2009-07-18,13.5,19.5,0.2,2.4,4.7,48.0,75.0,1015.15,3.327
2009-07-19,10.6,16.3,30.6,3.6,3.6,50.0,90.0,1006.75,2.774
2009-07-20,8.1,14.3,24.0,2.8,4.9,63.0,60.5,1001.9,2.459
2009-07-21,8.6,16.0,9.6,1.8,5.6,54.0,67.0,1013.6,2.836
2009-07-22,7.5,17.4,4.0,1.6,4.7,35.0,82.0,1017.45,2.89
2009-07-23,11.2,16.0,11.0,1.8,3.8,26.0,75.0,1018.15,2.802
2009-07-24,3.4,15.8,0.0,1.6,9.0,30.0,64.0,1021.25,2.629
2009-07-25,7.0,14.7,1.6,4.2,8.7,37.0,60.0,1027.4,2.615
2009-07-26,2.7,15.2,0.0,1.2,4.9,22.0,59.0,1031.35,3.05
2009-07-27,5.0,16.3,0.0,1.2,2.8,15.0,66.5,1031.9,3.278
2009-07-28,4.0,17.4,0.0,1.2,7.5,20.0,69.0,1032.25,3.085
2009-07-29,2.9,20.1,0.0,1.8,9.4,22.0,64.0,1031.9,3.328
2009-07-30,4.3,21.7,0.0,2.0,9.6,19.0,61.0,1030.0,3.042
2009-07-31,3.8,21.1,0.0,2.4,9.7,19.0,56.0,1025.4,3.102
2009-08-01,3.3,19.5,0.0,1.0,8.6,28.0,64.5,1023.85,3.469
2009-08-02,4.1,20.5,0.0,3.6,9.3,19.0,63.0,1025.35,3.583
2009-08-03,4.7,20.9,0.0,2.6,8.2,22.0,61.5,1023.85,3.846
2009-08-04,5.2,21.0,0.0,3.2,8.9,19.0,67.5,1020.2,3.995
2009-08-05,7.7,20.2,0.0,1.6,5.6,37.0,66.5,1013.7,3.996
2009-08-06,13.4,19.1,5.4,2.4,6.3,48.0,73.5,1014.6,4.082
2009-08-07,6.7,19.9,0.0,3.0,5.6,20.0,70.5,1017.35,4.232
2009-08-08,11.7,21.4,2.4,0.8,3.0,24.0,84.0,1013.45,4.197
2009-08-09,11.6,21.3,1.6,1.0,4.8,24.0,70.0,1011.85,4.269
2009-08-10,13.9,20.0,2.0,3.0,4.6,50.0,84.0,1006.75,3.941
2009-08-11,10.7,18.0,10.0,3.4,1.8,26.0,68.0,1014.25,3.816
2009-08-12,12.1,19.0,11.0,1.8,5.1,39.0,64.5,1010.55,3.483
2009-08-13,12.1,20.3,1.4,2.4,6.0,54.0,72.5,1009.05,3.868
2009-08-14,14.3,20.1,13.6,4.0,4.3,65.0,69.5,1005.2,3.772
2009-08-15,9.2,15.0,7.4,1.8,6.9,56.0,51.0,1010.95,3.237
2009-08-16,11.3,17.7,3.4,1.2,5.7,43.0,75.5,1018.65,4.167
2009-08-17,11.3,19.6,8.6,3.2,8.2,33.0,66.0,1016.35,4.592
2009-08-18,9.6,19.8,0.4,1.8,4.6,43.0,79.5,1009.85,4.727
2009-08-19,12.9,19.6,13.6,1.8,5.1,31.0,73.5,1015.7,5.095
2009-08-20,13.9,18.3,4.8,2.8,0.1,41.0,89.5,1014.65,5.155
2009-08-21,10.2,17.4,16.2,1.6,7.7,43.0,64.0,1013.1,4.245
2009-08-22,12.7,17.6,3.6,2.4,3.2,46.0,72.0,1010.9,4.519
2009-08-23,12.6,16.5,1.6,3.6,6.2,50.0,56.0,1014.9,4.03
2009-08-24,11.7,18.0,0.4,1.6,6.1,31.0,73.5,1019.9,4.346
2009-08-25,7.1,19.1,0.0,1.8,9.6,22.0,64.5,1022.9,4.866
2009-08-26,5.2,19.3,0.0,2.4,10.5,28.0,68.5,1018.55,5.09
2009-08-27,5.2,17.8,0.0,3.4,10.0,35.0,59.5,1012.75,4.881
2009-08-28,9.2,16.2,3.4,3.2,2.5,48.0,77.5,1010.8,4.866
2009-08-29,2.7,16.0,0.0,3.4,10.5,30.0,54.5,1025.75,5.734
2009-08-30,7.7,16.8,0.2,2.4,4.2,26.0,69.0,1027.85,5.742
2009-08-31,4.8,19.0,0.0,1.2,5.3,22.0,59.0,1022.75,5.436
2009-09-01,9.0,19.8,1.8,1.6,7.1,50.0,63.5,1014.05,4.998
2009-09-02,11.5,15.6,3.8,3.6,3.0,46.0,56.5,1018.65,5.034
2009-09-03,9.8,18.0,0.2,2.8,3.2,19.0,48.5,1022.3,5.392
2009-09-04,3.1,21.3,0.0,2.4,10.2,44.0,46.5,1013.7,5.777
2009-09-05,10.1,16.3,7.2,3.8,9.0,59.0,53.0,1014.0,4.406
2009-09-06,8.4,18.2,0.8,4.6,6.6,30.0,72.0,1020.65,5.474
2009-09-07,10.5,19.5,0.8,2.2,3.7,48.0,65.0,1019.5,5.641
2009-09-08,6.2,19.3,6.0,2.6,9.1,24.0,57.5,1019.95,5.613
2009-09-09,12.7,19.8,1.0,3.2,6.2,35.0,80.5,1014.0,5.419
2009-09-10,14.6,18.4,1.0,2.2,2.2,59.0,84.0,1003.35,5.608
2009-09-11,13.4,19.7,12.0,2.0,5.1,67.0,74.5,1006.15,5.833
2009-09-12,11.1,16.8,11.4,3.8,8.4,46.0,53.5,1016.05,5.48
2009-09-13,9.2,18.7,1.0,2.6,6.8,26.0,67.0,1021.95,5.8
2009-09-14,10.0,19.5,0.2,2.8,5.7,39.0,63.0,1016.1,5.83
2009-09-15,13.4,17.2,5.4,4.6,3.0,37.0,64.5,1011.2,5.723
2009-09-16,6.4,18.9,1.4,2.4,7.7,31.0,60.5,1018.6,5.958
2009-09-17,11.0,19.5,0.4,1.8,4.2,50.0,59.0,1016.5,6.204
2009-09-18,12.3,17.6,6.6,4.6,8.1,63.0,47.0,1017.8,5.97
2009-09-19,10.3,17.6,1.6,3.2,2.6,26.0,77.5,1019.3,6.332
2009-09-20,10.6,18.6,2.6,1.6,5.4,50.0,77.0,1011.5,5.297
2009-09-21,12.7,17.8,2.6,3.6,5.0,72.0,71.5,1010.7,5.903
2009-09-22,5.7,17.9,2.0,2.8,8.5,31.0,58.0,1022.6,6.859
2009-09-23,13.1,20.4,0.4,2.6,6.4,33.0,72.5,1021.5,6.721
2009-09-24,13.8,18.9,0.2,3.8,7.2,46.0,60.0,1021.55,6.468
2009-09-25,4.3,18.5,0.0,3.6,10.3,33.0,42.5,1027.95,6.708
2009-09-26,7.6,20.7,0.0,6.2,11.1,33.0,39.0,1027.15,7.362
2009-09-27,6.2,26.0,0.0,4.2,10.8,31.0,29.0,1017.6,7.652
2009-09-28,12.7,16.9,1.8,4.4,0.9,39.0,61.0,1012.4,6.923
2009-09-29,8.9,13.9,2.4,3.4,2.7,37.0,74.0,1008.1,6.277
2009-09-30,6.5,16.6,5.6,2.4,11.1,35.0,53.0,1018.65,6.707
2009-10-01,4.3,19.6,0.0,4.2,11.3,28.0,49.0,1021.9,7.469
2009-10-02,6.5,20.7,0.0,3.2,10.8,31.0,58.5,1020.3,7.277
2009-10-03,13.2,19.6,1.0,4.2,11.0,28.0,51.0,1022.8,7.108
2009-10-04,8.9,19.4,0.0,5.2,8.2,35.0,59.0,1023.7,7.114
2009-10-05,11.2,23.2,0.0,4.4,11.2,39.0,49.5,1019.4,7.106
2009-10-06,10.7,22.7,0.0,5.8,10.9,35.0,59.5,1017.75,7.584
2009-10-07,11.8,22.2,0.0,4.6,8.8,35.0,59.0,1017.1,7.41
2009-10-08,11.7,23.0,0.0,4.2,10.9,30.0,56.5,1014.6,8.167
2009-10-09,9.7,22.4,0.0,4.6,8.9,30.0,63.5,1012.95,8.343
2009-10-10,14.6,20.8,0.0,4.6,5.2,41.0,74.0,1015.4,8.301
2009-10-11,10.8,17.5,3.4,5.2,7.8,41.0,56.0,1023.7,7.899
2009-10-12,8.7,18.5,0.2,4.4,7.4,35.0,60.5,1024.3,8.357
2009-10-13,13.1,19.2,0.0,4.2,8.5,41.0,57.0,1024.25,8.808
2009-10-14,9.8,23.0,0.0,4.8,11.5,31.0,52.0,1023.3,8.881
2009-10-15,12.8,27.4,0.0,5.8,12.0,33.0,35.5,1022.7,9.237
2009-10-16,13.1,31.7,0.0,8.0,12.2,37.0,30.0,1021.2,8.203
2009-10-17,19.0,36.9,0.0,11.2,12.2,41.0,15.0,1016.2,9.56
2009-10-18,17.2,24.9,0.0,7.2,11.6,37.0,63.5,1016.05,9.763
2009-10-19,16.4,21.2,0.0,6.4,5.8,33.0,55.0,1019.6,8.493
2009-10-20,10.8,21.3,0.0,5.0,12.0,43.0,51.0,1021.0,9.117
2009-10-21,12.5,24.3,0.0,5.2,12.0,39.0,46.5,1016.25,8.367
2009-10-22,12.3,23.5,0.0,7.0,11.3,33.0,58.5,1016.25,9.07
2009-10-23,12.8,27.5,0.0,6.0,11.4,39.0,48.5,1016.5,8.509
2009-10-24,14.1,21.3,0.0,8.2,1.2,48.0,51.0,1018.25,9.062
2009-10-25,15.1,32.5,0.2,4.8,12.1,48.0,36.0,1016.65,9.421
2009-10-26,17.6,23.8,0.2,6.8,0.4,39.0,68.0,1015.8,9.653
2009-10-27,15.0,26.6,1.2,0.4,9.2,30.0,63.5,1010.7,9.892
2009-10-28,16.1,21.1,0.0,4.4,5.7,65.0,47.5,1010.85,9.442
2009-10-29,10.0,20.1,0.6,4.6,9.3,35.0,56.0,1019.3,10.43
2009-10-30,8.9,25.7,0.0,5.0,11.2,44.0,58.5,1014.6,10.846
2009-10-31,13.1,21.7,0.0,6.6,11.6,50.0,51.0,1018.4,10.16
2009-11-01,10.4,24.6,0.0,9.4,12.7,43.0,24.0,1023.65,9.852
2009-11-02,10.6,26.4,0.0,8.4,12.7,37.0,32.5,1022.65,9.709
2009-11-03,11.4,31.1,0.0,9.4,12.7,37.0,27.5,1020.5,10.434
2009-11-04,15.9,34.2,0.0,9.0,7.3,33.0,21.0,1016.5,10.117
2009-11-05,17.8,30.6,0.0,8.8,6.9,46.0,41.0,1011.3,10.113
2009-11-06,17.7,27.2,0.0,6.4,8.8,37.0,61.5,1006.5,10.112
2009-11-07,14.5,23.4,0.0,5.8,8.1,37.0,55.5,1012.65,9.811
2009-11-08,12.1,23.1,0.0,6.0,11.3,33.0,50.0,1019.8,9.617
2009-11-09,11.1,29.6,0.0,8.2,10.3,30.0,47.5,1015.95,10.105
2009-11-10,17.4,29.9,0.0,6.4,10.7,31.0,45.5,1007.8,10.172
2009-11-11,14.8,31.8,0.0,7.0,8.5,22.0,57.0,1011.0,10.502
